
38.082058333,-78.655955,0.0,0.051,2016-12-04T22:39:55.000Z
38.082058333,-78.655956667,0.0,0.103,2016-12-04T22:39:56.000Z
38.082056667,-78.655956667,0.0,0.113,2016-12-04T22:39:57.000Z
